Store Address,ID,Description,Location,Street No.,Street Name,city,state,zip,Location,,,,,,,,,,
,3,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,COMMERCIAL ROBBERY - NO WEAPON,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,FRAUD,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,DUI ALCOHOL (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,VEHICLE BREAK-IN/THEFT,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,POSS CONTROLLED SUBS PARAPHERNALIA (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,COMMERCIAL BURGLARY,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,COMMERCIAL BURGLARY,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,COMMERCIAL ROBBERY - NO WEAPON,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,VEHICLE BREAK-IN/THEFT,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,BURGLARY (COMMERCIAL) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,ARSON:STRUCTURE/FOREST LAND (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,COMMERCIAL ROBBERY - NO WEAPON,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,VEHICLE BREAK-IN/THEFT,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT (F),3300  CAMINO MARZAGAN,3300, CAMINO MARZAGAN  ,Escondido,CA,92025,3300  CAMINO MARZAGAN,,,CAMINO,MARZAGAN,,,,,,
,3,FRAUD,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,COMMERCIAL BURGLARY,200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT:AUTO (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(All Other Larceny) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,GRAND THEFT (Shoplifting) (F),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(from Building) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,SHOPLIFTING (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
,3,PETTY THEFT(Shoplift) (M),200 E  VIA RANCHO PARKWAY,200,E  VIA RANCHO PARKWAY,Escondido,CA,92025,200 E  VIA RANCHO PARKWAY,,E,,VIA,RANCHO,PARKWAY,,,,
"1280 Auto Park Way, Escondido, CA 92029",4,SHOPLIFTING (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,COMMERCIAL BURGLARY,400 N  HALE AVENUE,400,N  HALE AVENUE ,Escondido,CA,92029,400 N  HALE AVENUE,,N,,HALE,AVENUE,,,,,
,4,SIMPLE BATTERY (M),1200 W  VALLEY PARKWAY,1200,W  VALLEY PARKWAY ,Escondido,CA,92029,1200 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,USE/UNDER INFL OF CONTROLLED SUBS (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,PETTY THEFT(Shoplift) (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,POSS CONTROLLED SUBS PARAPHERNALIA (M),1500  AUTO PARK WAY,1500, AUTO PARK WAY ,Escondido,CA,92029,1500  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,POSS NARCOTIC CONTROLLED SUBS (M),1500 W  VALLEY PARKWAY,1500,W  VALLEY PARKWAY ,Escondido,CA,92029,1500 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,VANDALISM ($400 OR MORE) (F),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1300 W  09TH AVENUE,1300,W  09TH AVENUE ,Escondido,CA,92029,1300 W  09TH AVENUE,,W,,09TH,AVENUE,,,,,
,4,POSS NARCOTIC CONTROLLED SUBS (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,PETTY THEFT(Shoplift) (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,VEHICLE BREAK-IN/THEFT,1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,GRAND THEFT (SHOPLIFT) W/2+ PRIOR CONVICTIONS (F),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,POSSESS CONTROLLED SUBSTANCE (M),1000 W  VALLEY PARKWAY,1000,W  VALLEY PARKWAY ,Escondido,CA,92029,1000 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),1100 W  VALLEY PARKWAY,1100,W  VALLEY PARKWAY ,Escondido,CA,92029,1100 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,PETTY THEFT(Shoplift) (M),1500 W  VALLEY PARKWAY,1500,W  VALLEY PARKWAY ,Escondido,CA,92029,1500 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,PETTY THEFT(Shoplift) (M),100  LA TERRAZA BOULEVARD,100, LA TERRAZA BOULEVARD ,Escondido,CA,92029,100  LA TERRAZA BOULEVARD,,,LA,TERRAZA,BOULEVARD,,,,,
,4,POSS CONTROLLED SUBS PARAPHERNALIA (M),900  DEL DIOS ROAD,900, DEL DIOS ROAD ,Escondido,CA,92029,900  DEL DIOS ROAD,,,DEL,DIOS,ROAD,,,,,
,4,DUI ALCOHOL (M),1000 W  VALLEY PARKWAY,1000,W  VALLEY PARKWAY ,Escondido,CA,92029,1000 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,CARRY CONCEALED DIRK OR DAGGER (F),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,PROSTITUTION,1000 W  VALLEY PARKWAY,1000,W  VALLEY PARKWAY ,Escondido,CA,92029,1000 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,OTHER SEX CRIME,1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,STREET ROBBERY - WEAPON USED,900  DEL DIOS ROAD,900, DEL DIOS ROAD ,Escondido,CA,92029,900  DEL DIOS ROAD,,,DEL,DIOS,ROAD,,,,,
,4,PETTY THEFT(Shoplift) (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,GRAND THEFT (ALL OTHER LARCENY) W/2+ PRIOR CONVICTIONS (F),1500 W  VALLEY PARKWAY,1500,W  VALLEY PARKWAY ,Escondido,CA,92029,1500 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,COMMERCIAL BURGLARY,1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,GRAND THEFT (Shoplifting) (F),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,DUI DRUG (M),1200 W  VALLEY PARKWAY,1200,W  VALLEY PARKWAY ,Escondido,CA,92029,1200 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,PETTY THEFT (SHOPLIFT) W/2+ PRIOR CONVICTIONS (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,PETTY THEFT(Shoplift) (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,PETTY THEFT(Shoplift) (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,DISORD CONDUCT:ALC (M),1500 W  VALLEY PARKWAY,1500,W  VALLEY PARKWAY ,Escondido,CA,92029,1500 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,PETTY THEFT(All Other Larceny) (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,TREATMENT-MANDATED HARD DRUGS W/2 OR MORE PRIOR CONVICTIONS (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,PETTY THEFT(Shoplift) (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,FRAUD,900 S  HALE AVENUE,900,S  HALE AVENUE ,Escondido,CA,92029,900 S  HALE AVENUE,,S,,HALE,AVENUE,,,,,
,4,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),1300 W  09TH AVENUE,1300,W  09TH AVENUE ,Escondido,CA,92029,1300 W  09TH AVENUE,,W,,09TH,AVENUE,,,,,
,4,POSSESS CONTROLLED SUBSTANCE (M),1400  AUTO PARK WAY,1400, AUTO PARK WAY ,Escondido,CA,92029,1400  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,POSS CONTROLLED SUBS PARAPHERNALIA (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,USE/UNDER INFL OF CONTROLLED SUBS (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1200 W  VALLEY PARKWAY,1200,W  VALLEY PARKWAY ,Escondido,CA,92029,1200 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,PETTY THEFT(Shoplift) (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,SHOPLIFTING (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,SHOPLIFTING (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
,4,COMMERCIAL BURGLARY,1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
,4,POSS CONTROLLED SUBS PARAPHERNALIA (M),700  WINDSOR PLACE,700, WINDSOR PLACE  ,Escondido,CA,92029,700  WINDSOR PLACE,,,WINDSOR,PLACE,,,,,,
